industry_code,avg_hrly_earnings,total_employment,women_employment,naics_supersector,naics_code,naics_sector_rollup,women_percentage,source
31333000,27.95,1074.6,216.3,31,333000,33,0.20128419877163597,ces
31333100,26.74,203.1,34.6,31,333100,33,0.17035942885278188,ces
31333110,,78.0,,31,333110,33,,ces
31333111,28.3,60.0,10.9,31,333111,33,0.18166666666666667,ces
31333120,,65.6,,31,333120,33,,ces
31333130,,59.5,,31,333130,33,,ces
31333200,31.26,114.0,20.8,31,333200,33,0.1824561403508772,ces
31333300,31.44,90.1,24.0,31,333300,33,0.2663706992230855,ces
31333400,23.37,128.9,34.7,31,333400,33,0.2692009309542281,ces
31333415,,85.2,,31,333415,33,,ces
31333500,26.82,179.8,28.8,31,333500,33,0.16017797552836485,ces
31333511,,39.8,,31,333511,33,,ces
31333514,26.63,62.2,8.2,31,333514,33,0.13183279742765272,ces
31333517,,40.3,6.3,31,333517,33,0.15632754342431762,ces
31333519,,37.5,,31,333519,33,,ces
31333600,31.42,98.4,22.2,31,333600,33,0.22560975609756095,ces
31333900,28.05,260.0,51.2,31,333900,33,0.19692307692307692,ces
31333910,,49.1,10.0,31,333910,33,0.20366598778004072,ces
31333920,26.27,78.3,11.3,31,333920,33,0.1443167305236271,ces
31333990,,132.6,29.9,31,333990,33,0.22549019607843138,ces
31334000,35.78,1043.1,341.3,31,334000,33,0.3271977758604161,ces
31334100,39.17,163.8,50.0,31,334100,33,0.3052503052503052,ces
31334111,,106.4,,31,334111,33,,ces
31334118,,57.5,,31,334118,33,,ces
31334200,34.6,85.2,25.6,31,334200,33,0.3004694835680751,ces
31334210,,18.3,,31,334210,33,,ces
31334220,,49.4,14.7,31,334220,33,0.2975708502024291,ces
31334400,31.84,364.1,124.8,31,334400,33,0.3427629772040648,ces
31334412,,28.2,,31,334412,33,,ces
31334413,42.92,180.9,47.9,31,334413,33,0.2647871752349364,ces
31334418,,56.5,,31,334418,33,,ces
31334419,26.65,98.1,38.8,31,334419,33,0.39551478083588176,ces
31334500,37.96,394.6,127.5,31,334500,33,0.3231120121642169,ces
31334510,,63.5,,31,334510,33,,ces
31334511,,122.1,,31,334511,33,,ces
31334513,33.96,58.7,17.3,31,334513,33,0.29471890971039183,ces
31334515,,37.9,,31,334515,33,,ces
31334519,,112.3,,31,334519,33,,ces
31334600,,35.5,,31,334600,33,,ces
31335000,26.17,382.1,116.5,31,335000,33,0.3048940068045014,ces
31335100,,48.0,,31,335100,33,,ces
31335200,,64.5,,31,335200,33,,ces
31335300,27.23,137.4,37.4,31,335300,33,0.27219796215429404,ces
31335311,,25.9,,31,335311,33,,ces
31335312,,35.2,,31,335312,33,,ces
31335314,,76.5,,31,335314,33,,ces
31335900,26.3,131.9,40.0,31,335900,33,0.3032600454890068,ces
31335910,,28.6,,31,335910,33,,ces
31335930,,43.0,,31,335930,33,,ces
31335990,,60.2,,31,335990,33,,ces
31336000,30.44,1621.3,372.9,31,336000,33,0.23000061678899647,ces
31336001,25.4,937.6,238.8,31,336001,33,0.2546928327645051,ces
31336100,32.28,208.7,44.4,31,336100,33,0.21274556780067083,ces
31336110,,180.6,,31,336110,33,,ces
31336111,,116.0,,31,336111,33,,ces
31336112,,65.2,,31,336112,33,,ces
31336120,,27.9,,31,336120,33,,ces
31336200,20.97,151.4,26.4,31,336200,33,0.17437252311756934,ces
31336211,20.74,57.5,10.9,31,336211,33,0.18956521739130436,ces
31336214,,93.9,,31,336214,33,,ces
31336300,23.75,578.2,167.7,31,336300,33,0.2900380491179522,ces
31336310,25.75,65.9,17.5,31,336310,33,0.26555386949924126,ces
31336320,21.76,59.9,23.0,31,336320,33,0.38397328881469117,ces
31336330,,39.5,,31,336330,33,,ces
31336340,,24.0,,31,336340,33,,ces
31336350,,78.7,19.9,31,336350,33,0.25285895806861497,ces
31336360,,73.0,,31,336360,33,,ces
31336370,25.17,85.3,20.2,31,336370,33,0.23681125439624853,ces
31336390,22.22,152.3,40.8,31,336390,33,0.26789231779382794,ces
31336400,42.76,488.1,102.1,31,336400,33,0.20917844703954105,ces
31336411,45.03,231.2,,31,336411,33,,ces
31336412,,77.8,,31,336412,33,,ces
31336413,,106.7,,31,336413,33,,ces
31336419,,72.4,,31,336419,33,,ces
31336600,,134.4,19.6,31,336600,33,0.14583333333333334,ces
31336611,,97.7,,31,336611,33,,ces
31336612,,36.6,,31,336612,33,,ces
31336900,,60.7,12.6,31,336900,33,0.2075782537067545,ces
31337000,20.84,387.8,91.4,31,337000,33,0.23568849922640536,ces
31337100,19.47,245.3,59.5,31,337100,33,0.24256013045250713,ces
31337110,20.76,115.7,22.4,31,337110,33,0.1936041486603284,ces
31337120,18.28,129.8,37.3,31,337120,33,0.2873651771956856,ces
31337121,17.49,62.6,21.1,31,337121,33,0.33706070287539935,ces
31337122,,32.7,,31,337122,33,,ces
31337127,,34.5,,31,337127,33,,ces
31337200,,103.9,,31,337200,33,,ces
31337212,,39.1,,31,337212,33,,ces
31337214,,22.3,,31,337214,33,,ces
31337215,21.35,43.3,7.8,31,337215,33,0.18013856812933027,ces
31337900,,37.3,,31,337900,33,,ces
31339000,25.11,591.2,237.8,31,339000,33,0.40223274695534506,ces
31339100,27.17,308.2,139.1,31,339100,33,0.45133030499675536,ces
31339112,,119.2,,31,339112,33,,ces
31339113,25.46,102.0,47.3,31,339113,33,0.4637254901960784,ces
31339116,23.05,46.0,21.4,31,339116,33,0.4652173913043478,ces
31339900,22.83,283.5,98.7,31,339900,33,0.34814814814814815,ces
31339910,,26.4,,31,339910,33,,ces
31339920,,43.4,,31,339920,33,,ces
31339950,22.17,76.0,20.4,31,339950,33,0.26842105263157895,ces
31339990,23.78,137.4,48.2,31,339990,33,0.3508005822416303,ces
32000000,23.95,4637.0,1580.0,32,000000,00,0.34073754582704335,ces
32311000,20.18,1564.1,578.4,32,311000,31,0.36979732753660255,ces
32311100,,58.1,,32,311100,31,,ces
32311200,,59.7,,32,311200,31,,ces
32311220,,47.1,,32,311220,31,,ces
32311230,,12.5,,32,311230,31,,ces
32311300,22.08,76.3,31.9,32,311300,31,0.418086500655308,ces
32311350,,40.3,,32,311350,31,,ces
32311400,21.23,172.2,70.4,32,311400,31,0.40882694541231135,ces
32311410,18.93,91.3,41.0,32,311410,31,0.4490690032858708,ces
32311411,,32.3,,32,311411,31,,ces
32311412,,59.2,,32,311412,31,,ces
32311420,23.38,81.5,29.5,32,311420,31,0.3619631901840491,ces
32311500,25.42,141.2,42.7,32,311500,31,0.3024079320113315,ces
32311511,,54.8,,32,311511,31,,ces
32311600,16.88,496.2,,32,311600,31,,ces
32311611,18.02,134.9,,32,311611,31,,ces
32311613,19.22,130.6,,32,311613,31,,ces
32311615,14.91,230.8,,32,311615,31,,ces
32311700,17.39,41.7,,32,311700,31,,ces
32311800,19.13,305.1,,32,311800,31,,ces
32311810,18.54,230.6,,32,311810,31,,ces
32311811,13.79,83.6,,32,311811,31,,ces
32311813,20.56,146.9,,32,311813,31,,ces
32311830,20.72,75.0,,32,311830,31,,ces
32311900,23.22,209.4,,32,311900,31,,ces
32311910,,55.9,,32,311910,31,,ces
32311990,,154.1,,32,311990,31,,ces
32313000,19.92,112.9,41.3,32,313000,31,0.3658104517271922,ces
32313100,,29.0,,32,313100,31,,ces
32313200,22.68,52.6,18.2,32,313200,31,0.3460076045627376,ces
32313210,,26.4,,32,313210,31,,ces
32313300,,31.2,,32,313300,31,,ces
32314000,16.94,114.5,60.6,32,314000,31,0.5292576419213973,ces
32314100,,51.6,26.1,32,314100,31,0.5058139534883721,ces
32314900,,63.7,34.6,32,314900,31,0.543171114599686,ces
32314910,,23.5,,32,314910,31,,ces
32314990,,40.2,,32,314990,31,,ces
32315000,17.78,130.7,83.7,32,315000,31,0.6403978576893651,ces
32315200,,105.7,68.4,32,315200,31,0.6471144749290445,ces
32315210,,40.0,,32,315210,31,,ces
32315280,,65.9,,32,315280,31,,ces
32315900,,24.9,15.2,32,315900,31,0.6104417670682731,ces
32322000,26.76,368.8,80.0,32,322000,32,0.21691973969631237,ces
32322100,30.2,99.3,14.8,32,322100,32,0.149043303121853,ces
32322120,,69.2,,32,322120,32,,ces
32322130,,30.1,,32,322130,32,,ces
32322200,25.56,269.6,65.2,32,322200,32,0.24183976261127596,ces
32322210,23.92,147.6,29.2,32,322210,32,0.1978319783197832,ces
32322211,24.41,92.8,16.0,32,322211,32,0.1724137931034483,ces
32322219,,54.9,,32,322219,32,,ces
32322220,26.78,59.3,17.8,32,322220,32,0.30016863406408095,ces
32322290,,62.7,,32,322290,32,,ces
32323000,23.06,444.1,173.3,32,323000,32,0.3902274262553479,ces
32323110,,420.2,,32,323110,32,,ces
32323113,,76.4,,32,323113,32,,ces
32323117,,343.8,,32,323117,32,,ces
32323120,,24.4,,32,323120,32,,ces
32324000,42.14,111.9,18.9,32,324000,32,0.1689008042895442,ces
32324110,,69.9,11.5,32,324110,32,0.16452074391988553,ces
32324190,,42.1,7.5,32,324190,32,0.17814726840855105,ces
32325000,32.23,811.5,250.6,32,325000,32,0.30881084411583487,ces
32325100,35.03,147.2,29.0,32,325100,32,0.1970108695652174,ces
32325130,,57.3,,32,325130,32,,ces
32325180,,38.0,,32,325180,32,,ces
32325190,,51.0,,32,325190,32,,ces
32325200,,92.2,18.1,32,325200,32,0.1963123644251627,ces
32325211,,56.6,,32,325211,32,,ces
32325300,,36.7,,32,325300,32,,ces
32325400,36.58,288.5,123.3,32,325400,32,0.42738301559792025,ces
32325412,,204.3,,32,325412,32,,ces
32325414,,84.5,,32,325414,32,,ces
32325500,,63.1,,32,325500,32,,ces
32325510,,39.7,,32,325510,32,,ces
32325600,25.47,105.9,45.2,32,325600,32,0.42681775259678945,ces
32325610,,52.3,,32,325610,32,,ces
32325620,,53.8,,32,325620,32,,ces
32325900,29.12,79.3,19.1,32,325900,32,0.24085750315258514,ces
32326000,21.29,699.6,204.0,32,326000,32,0.2915951972555746,ces
32326100,21.54,567.1,169.7,32,326100,32,0.2992417563040028,ces
